,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
68,1955,1014.8,1015.3,1645.0,215.8,40.0,16.0,16.1,20.8,12.0,35.0,-2.8,76,,3.5,,,,,2002.7,,6,,,6.5,14,4,17
69,1956,1015.0,1015.4,1955.0,152.6,42.9,18.8,15.4,19.8,11.6,36.2,-3.6,74,,3.6,,,,,1960.5,,6,,,7.0,24,10,16
70,1957,1015.0,1015.4,1923.5,143.8,73.2,22.0,15.4,19.8,11.5,35.5,-3.3,74,,3.1,,,,,1845.4,,6,,2 ],7.0,22,12,18
71,1958,1015.3,1015.8,1698.1,82.6,41.9,15.5,16.3,20.8,12.5,35.1,-1.4,73,,3.6,,,,,2034.5,,4,,,7.0,19,16,28
72,1959,1014.6,1015.1,1589.4,182.9,26.5,10.3,16.7,21.2,12.6,36.2,-3.9,73,,3.6,,,,,2053.1,,19,,,6.9,10,17,23
73,1960,1015.1,1015.6,1600.9,174.7,50.9,18.6,16.3,21.0,12.3,36.1,-2.6,72,,3.4,,,,,2113.0,,7,,,6.7,11,17,13
74,1961,1014.7,1015.1,1376.8,116.5,32.4,15.0,16.6,21.1,12.8,35.5,-3.9,72,19,3.2,22.8,北,,,2024.9,15.2,4,3 ],3 ],6.9,21,4,25
75,1962,1014.4,1014.9,1747.7,117.7,51.0,23.2,15.7,20.3,11.8,35.0,-1.9,73,18,3.0,14.2,北,,,1845.1,15.1,10,6,8,6.8,25,6,28
76,1963,1014.6,1015.0,2300.6,229.3,53.8 ],20.0 ],15.4,19.6,11.9,34.9,-3.3,75,14,3.2,18.2,北,,,1535.7,13.6,34,7,9,7.2,44,4,33
77,1964,1015.8,1016.2,1388.9,68.0,27.8,13.2,16.7,20.9,12.2,35.8,-3.1,73,24,2.9,18.2,北,,,2008.4,13.5,2,2,2,6.8,14,11,10
78,1965,1015.0,1015.4,1540.2,90.2,32.3,20.6,15.4,19.8,10.7,35.6,-3.2,71,16,3.1,18.3,北,,,2161.6,13.9,1,1,1,6.4,21,4,14
79,1966,1014.2,1014.6,1440.4,139.0,39.2,13.4,16.2,20.5,11.8,35.8,-3.2,72,27,3.2,16.0,北,,,2065.6,13.7,3,3,3,6.9,17,4,12
80,1967,1015.1,1015.5,1345.4,104.1,41.6,15.8,16.3,20.9,11.9,36.2,-4.2,72,21,3.1,17.3,北,22.5,,1994.7,12.9,5,3,3,6.7,24,9,16
81,1968,1013.6,1015.3,1413.0,82.5,25.5,11.5,15.6,19.6,11.8,33.8,-2.8,73,20,3.3,16.8,北,26.9,,1837.7,12.6,52,17,15,6.8,42,5,9
82,1969,1014.0,1015.7,1411.0,98.0,28.5,12.5,16.1,20.0,12.2,35.8,-1.4,71,24,3.3,17.7,南南東,27.8,,1861.0,8.5 ],2,2,2,6.9,18,8,7
83,1970,1014.4,1016.1,1407.5,76.5,24.0,14.0,16.0,19.9,12.3,35.3,-4.6,71,19,3.1,18.8,北,27.7,,1783.4,,1,1,1,7.1,16,1,16
84,1971,1014.0,1015.7,1195.5,65.0,27.0,9.5,16.1,20.1,12.4,35.7,-3.2,68,12,3.1,17.0,南東,26.1,,2061.3,×,11,5,6,7.0,21,6,18
