,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
52,1932,,1015.4,2072.2,135.8,45.5,,16.3,21.9,11.3,,,79,,,,,,,2235.2,,,,3 ],6.4,9,8,7
53,1933,,1015.1,1721.1,103.6,41.8,,16.8,22.1,11.8,,,79,,,,,,,2320.5,,,,,6.3,8,5,7
54,1934,,1015.6,1740.6,84.0,40.3,,16.5,21.8,11.5,,,76,,,,,,,2455.2,,,,5 ],6.3,12,4,5
55,1935,,1014.5,2138.9,174.0,33.5,,16.9,22.1,11.9,,,77,,,,,,,2293.7,,,,,6.3,5,8,9
56,1936,,1015.3,2809.0,233.8,49.6,,16.3,21.4,11.4,,,78,,,,,,,2221.0,,,,8 ],6.5,19,2,12
57,1937,,1014.9,1729.7,73.3,37.1,,17.4,22.5,12.5,,,79,,,,,,,2194.7,,,,,6.6,2,4,14
58,1938,,1014.6,2301.5,198.0,65.1,21.6 ],16.7,22.3,11.5,,,77,,,,,,,2350.6,,,,,5.9,4,3,14
59,1939,,1014.9,1642.0,114.6,70.3,24.0,16.3,22.0,11.5,,,79,,,,,,,2310.8,,,,,5.9,7,4,6
60,1940,,1015.3,1862.1,82.2,46.4 ],21.2,16.4,22.2,11.7,,,77,,,,,,,2360.3,,,,10 ],6.1,7,2,13
61,1941,,1014.5,2402.6,217.0,89.4,21.4,16.9,22.6,12.2,34.1,-4.5,79,,,,,,,2199.4,,,,,6.3,3,4,16
62,1942,,1015.1,2056.6,125.0,31.4,17.0,16.7,22.6,12.0,37.0,-3.7,78,,,,,,,2451.0,,,,,6.0,6,1,15
63,1943,,1015.2,2580.9,215.1,55.8,20.0,16.2,21.9,11.6,34.2,-4.6,78,,,,,,,2301.3,,,,,6.1,7,2,22
64,1944,,1015.3,1697.5,141.8,47.0,21.0,16.2,21.6,11.5,34.5,-5.2,79,,,,,,,2422.2,,,,,6.5,6,4,12
65,1945,,1014.9,2767.7,186.2,37.5,16.8 ],16.3,21.6,11.8,35.0,-4.9,78,,,,,,,2213.0,,,,,6.4,11,6,16
66,1946,,1014.9,2298.1,111.0,39.6 ],22.3 ],17.0,21.9,12.8,34.3,-4.5,80,,,,,,,1843.1,,,,,6.4,5,6,24
67,1947,,1015.5,1730.0,139.4,36.3,17.3,15.8,20.3 ],10.0 ],34.2 ],-4.3 ],80,,,,,,,2364.0,,,,,6.0,13,1,24
68,1948,,1015.0,2250.2,209.9,36.4,15.2,17.5,22.6,13.1,33.5,-3.7,80,,,,,,,2263.6,,,,,6.2,6,2,19
69,1949,,1014.3,3424.3,242.4,56.2,14.7,16.5,21.4,12.2,34.2,-2.6,80,,,,,,,1935.3,,,,,6.5,8,3,10
70,1950,1012.8,1013.5,2871.2,162.1,58.0,24.0,16.9,21.8,12.7,33.6,-3.5,79,,,,,,,2093.5,,,,3 ],6.6,6,2,20
71,1951,1014.5,1015.1,2438.3,155.6,35.0,15.0,16.6,22.0,12.0,35.9,-3.2,76,,4.0,,,,,2193.7,,,,,6.5,4,3,12
72,1952,1014.2,1014.9,2960.0,206.8,44.7,13.4,17.1,22.3,12.7,35.4,-4.4,78,,4.0,,,,,2201.5,,,,,6.4,6,4,25
73,1953,1015.0,1015.6,2622.2,193.1,50.1,14.4,17.3,22.1,13.1,35.2,-3.7,75,,4.1,,,,,2113.5,,×,,,6.6,4,2,19
74,1954,1013.4,1014.0,3303.8,194.5,46.1,13.1,17.6,22.4,13.4,34.6,-2.1,76,,4.0,,,,,2015.6,,1,,,6.4,3,3,22
75,1955,1013.9,1014.5,2945.5,176.8,51.1,16.8,17.2,22.4,12.8,33.7,-4.2,76,,3.9,,,,,2200.7,,9,,10 ],6.3,6,3,22
76,1956,1014.4,1015.0,2549.7,115.4,75.3,17.6,16.9,21.9,12.6,35.7,-4.4,75,,4.0,,,,,2190.1,,14,,,6.3,10,3,25
77,1957,1014.2,1014.8,2416.2,134.5,40.1,13.0,16.8,21.7,12.5,34.3,-4.4,76,,4.0,,,,,2058.2,,0,,,6.3,6,3,26
78,1958,1014.5,1015.2,2074.8,143.4,47.2,17.0,17.5,22.7,13.2,35.3,-2.8,77,,3.8,,,,,2338.3,,7,,,6.0,10,0,32
79,1959,1014.1,1014.7,2516.5,106.3,43.2,17.5,17.8,22.7,13.7,34.5,-3.4,77,,3.8,,,,,2122.2,,40,,29 ],6.1,7,3,21
80,1960,1014.5,1015.1,1880.0,114.6,35.6,17.8,17.6,22.8,13.2,35.1,-5.6,75,,3.8,,,,,2221.6,,0,,,6.0,2,7,20
81,1961,1014.2,1014.8,2130.0,142.5,42.3,22.4,17.8,22.9,13.5,34.9,-4.6,75,15,3.3,16.7,東北東,,,2134.7,15.4,21,7 ],7 ],5.9,9,4,18
82,1962,1014.2,1014.9,2591.2,167.4,37.8,14.0,16.8,22.0,12.5,34.3,-3.0,78,20,3.2,17.5,南,,,1841.2,15.2,6,6,6,6.0,12,2,18
83,1963,1014.2,1014.9,2000.4,89.8,30.4,10.0 ],16.9,22.0,12.8,34.3,-3.4,77,21,3.2,16.7,東北東,,,1948.2,17.2,69,24,22,6.1,28,3,22
84,1964,1014.8,1015.5,2205.0,140.5,47.1,14.8,18.0,22.9,13.4,34.9,-2.4,76,22,3.3,28.0,北東,,,1995.4,17.7,0,0,--,5.8,4,6,13
85,1965,1014.4,1015.0,2196.6,175.1,60.2,12.0,16.7,21.9,11.7,34.3,-4.3,74,16,3.2,22.8,南南東,,,2079.4,16.9,0,0,--,5.7,8,6,20
86,1966,1013.4,1014.0,2762.2,187.1,47.5,13.5,17.4,22.6,12.8,36.0,-3.9,75,18,3.2,16.7,北東,,,2014.5,15.2,1,1,1,5.9,8,0,11
87,1967,1014.3,1015.0,1851.3,121.6,59.4,18.0,17.4,22.5,12.9,35.9,-5.0,75,13,3.1,14.3,北東,23.3,,1931.1,10.6,16,8,13,6.6,9,7,25
88,1968,1013.8,1014.4,2191.5,155.0,46.5,19.0,16.9,22.0,12.2,34.6,-4.8,75,16,3.0,24.5,南東,43.8,,1946.7,8.2,13,9,9,6.4,14,2,16
89,1969,1014.4,1015.0,2439.5,200.5,62.5,20.0,17.4,22.2,12.9,35.1,-3.5,74,19,3.0,31.0,東南東,46.4,,1920.5,12.8,0,0,--,6.5,3,4,10
90,1970,1014.8,1015.4,2846.0,137.5,51.5,19.0,17.1,21.9,13.0,35.2,-4.0,74,13,3.0,20.8,南東,33.4,,1881.4,12.2,0,0,0,6.8,6,0,21
91,1971,1014.5,1015.1,2438.5,173.5,57.5,22.5,17.3,22.4,12.7,35.0,-3.7,74,15,3.0,24.5,南東,44.0,,2192.6,×,5,2,3,6.1,9,1,20
92,1972,1013.9,1014.5,2574.0,124.5,33.5,21.0,17.5,22.2,13.2,33.7,-1.2,75,15,3.0,17.8,東,30.6,,2005.9,11.2,3,3,3,6.6,5,1,23
93,1973,1014.7,1015.3,2077.0,124.0,59.5,20.0,17.3,22.2,13.0,34.5,-3.6,73,17,2.7,12.3,東,21.6,,2065.8,11.2,0,0,--,6.5,0,4,23
94,1974,1013.7,1014.4,1519.5,96.5,41.0,17.0,17.5,22.3,12.9,36.5,-3.7,70,14,2.7,22.0,南東,33.8,,2139.0,12.1,6,6,6,6.6,6,1,13
95,1975,1013.4,1014.0,2231.5,86.5,46.0,15.5,17.7,22.2,13.6,34.9,-3.5,76,21,2.8,13.2,東南東,21.4,,2067.8,13.9,21,14,13,6.7,7,0,35
96,1976,1014.0,1014.7,2599.0,196.0,55.5,21.0,17.2,21.8,13.0,33.8,-4.4,75,17,2.6,17.4,東南東,32.1,,1924.3,13.2,1,1,1,6.8,3,2,24
