,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
3,1875,,,1219.2 ],94.0 ],,,17.0 ],21.9 ],12.2 ],35.1 ],-3.6 ],,,,,,,,,,,,,,,,
106,1978,1009.5,1013.7,1030.0,54.0,26.0,14.5,16.1,20.0,12.6,36.3,-2.0,62,15,3.1,16.3,南南西,25.8,南南西,2057.2,12.4,25,21,21,5.7,11,3,4
107,1979,1009.5,1013.7,1453.5,122.5,36.0,17.0,16.9,20.6,13.5,34.3,-0.5,63,15,3.4,17.5,南,38.2,南,2000.7,11.6,1,1,1,6.3,6,8,8
108,1980,1009.1,1013.3,1577.5,65.5,34.0,13.0,15.4,19.2,12.0,33.0,-1.2,63,12,3.5,16.1,北北西,28.5,北北西,1901.4,11.2,3,2,2,6.3,7,1,10
109,1981,1009.1,1013.4,1463.5,215.0,77.0,24.5,15.0,18.8,11.6,34.3,-3.5,62,16,3.3,16.5,北北西,28.8,北北東,2067.0,12.4,2,2,2,6.2,10,7,6
110,1982,1009.8,1014.1,1575.5,167.5,52.5,21.5,16.0,19.5,12.6,33.0,-1.0,64,16,3.5,18.4,南,37.0,南,1936.8,11.7,2,2,2,6.2,14,1,8
111,1983,1009.5,1013.8,1340.5,97.5,38.0,25.0,15.7,19.5,12.3,37.1,-2.4,64,16,3.5,14.4,北,28.2,北,2081.1,11.5,2,2,2,6.0,4,8,13
112,1984,1010.1,1014.4,879.5,73.0,16.5,8.5,14.9,18.7,11.6,38.1,-3.5,64,14,3.4,12.3,北北西,24.7,南西,2087.8,11.9,92,26,22,6.4,29,7,5
113,1985,1010.2,1014.5,1516.5,96.0,27.0,7.0,15.7,19.3,12.3,35.0,-2.5,67,14,3.4,16.7,南,36.7,南,1998.3,10.9,0,0,0,6.5,6,7,8
114,1986,1009.4,1013.7,1458.0,185.0,46.0,18.0,15.2,18.7,11.9,34.6,-1.6,65,17,3.5,13.8,北西,26.3,北西,1924.8,10.7,36,16,18,6.5,15,1,10
115,1987,1010.2,1014.4,1089.0,66.0,33.0,16.5,16.3,20.0,12.8,37.3,-0.7,64,13,3.6,14.0,北北西,25.3,北北西,1930.4,11.7,26,5,5,6.5,17,2,12
116,1988,1008.9,1013.2,1515.5,141.0,31.5,10.5,15.4,19.0,12.1,32.9,-1.7,62,12,3.6,14.5,北北西,26.4,北北西,1805.7,11.0,16,9,9,6.5,14,2,14
117,1989,1010.3,1014.5,1937.5,195.0,52.5,12.5,16.4,19.9,13.2,33.5,0.9,64,16,3.7,14.6,北北西,25.9,北北西,1832.7,11.2,0,0,--,6.7,4,9,19
118,1990,1010.5,1014.8,1512.5,123.5,49.0,17.0,17.0,20.6,13.8,35.9,-1.4,62,15,3.6,14.4,南,30.8,南,1940.7,11.8,15,11,11,6.2,10,1,15
119,1991,1009.3,1013.6,2042.0,220.5,44.5,14.5,16.4,19.8,13.2,35.6,-0.8,64,15,3.4,13.1,北西,26.9,南南西,1733.0,11.1,0,0,--,6.6,3,4,10
120,1992,1009.9,1014.1,1619.5,119.0,29.0,13.0,16.0,19.6,12.7,35.2,-0.5,63,13,3.3,12.8,北,26.4,北北西,1823.4,11.4,15,13,17,6.5,10,5,17
121,1993,1009.6,1013.9,1872.5,234.5,65.0,17.0,15.5,19.0,12.3,32.9,0.7,63,15,3.3,15.5,北北西,30.6,北西,1711.9,10.8,0,0,--,6.7,8,1,12
122,1994,1009.6,1013.8,1131.5,70.0,47.0,19.0,16.9,20.5,13.5,39.1,-2.3,62,13,3.3,12.3,北西,27.8,北西,2063.6,12.7,35,27,23,6.4,9,0,19
123,1995,1008.9,1013.2,1220.0,93.5,22.0,7.5,16.3,20.1,13.0,36.4,-1.2,60,16,3.3,16.0,北,31.5,北,2028.1,12.2,3,2,2,6.2,5,5,11
124,1996,1009.7,1013.9,1333.5,259.5,29.0,11.5,15.8,19.7,12.3,38.7,-1.5,62,11,3.3,17.0,北北西,36.1,北北西,1984.2,12.5,18,9,14,6.5,12,1,9
125,1997,1009.4,1013.7,1302.0,98.5,41.5,14.0,16.7,20.6,13.2,37.7,-2.1,63,11,3.4,15.4,南西,29.5,南,2063.9,12.6,0,0,--,6.3,3,4,12
126,1998,1010.4,1014.6,1546.5,94.0,30.0,11.5,16.7,20.5,13.4,36.1,-0.8,68,11,3.2,12.9,南西,29.2,南西,1535.4,10.8,38,18,16,7.2,11,2,13
127,1999,1009.3,1013.6,1622.0,130.5,58.5,24.0,17.0,20.9,13.6,34.8,-1.4,62,11,3.3,13.9,北北西,29.0,北北西,2008.1,12.5,1,1,0,6.3,5,5,7
128,2000,1009.1,1013.4,1603.0,115.0,82.5,34.0,16.9,20.6,13.6,37.8,-0.7,60,10,3.2,13.8,北西,26.7,北,1962.5,12.7,0,0,0,6.4,7,1,22
129,2001,1009.0,1013.3,1491.0,186.0,39.0,13.5,16.5,20.4,13.1,38.1,-2.4,59,10,3.2,17.7,北東,34.1,北北東,1976.5,12.7,12,9,8,6.2,13,0,12
130,2002,1009.1,1013.4,1294.5,107.5,30.5,17.5,16.7,20.5,13.4,35.8,-0.3,59,9,3.2,13.9,西,33.2,西北西,1990.0,12.7,0,0,--,6.5,5,0,17
131,2003,1010.1,1014.4,1854.0,151.0,57.5,21.0,16.0,19.6,12.8,34.3,-0.8,61,6,3.1,11.4,北北西,26.8,南南西,1723.2,11.8,3,3,1,7.0,10,3,6
132,2004,1010.1,1014.3,1750.0,222.5,69.5,20.0,17.3,21.3,13.9,39.5,0.2,58,9,3.7,17.5,南西,40.2,南西,2132.7,13.5,0,0,0,6.3,7,2,14
133,2005,1008.5,1012.8,1482.0,74.5,66.0,22.5,16.2,20.0,12.8,36.2,-0.8,57,9,3.4,13.4,北東,27.3,北北西,1965.0,12.8,6,3,2,6.4,14,0,12
134,2006,1009.5,1013.8,1740.0,154.5,33.0,9.5,16.4,19.9,13.4,36.1,-1.5,61,10,3.4,13.5,北北西,33.4,北北西,1587.8,11.4,12,10,9,7.1,12,2,20
135,2007,1009.3,1013.6,1332.0,88.5,31.0,18.0,17.0,20.7,13.7,37.5,0.2,58,10,3.4,14.9,東南東,30.8,北北西,1996.0,13.1,--,--,--,6.5,3,1,18
136,2008,1009.6,1014.0,1857.5,111.5,59.5,18.0,16.4,20.1,13.3,35.3,-0.1,60,9,2.8,14.2,北西,27.9,北西,1857.8,12.7,4,3,3,6.9,9,0,25
137,2009,1009.0,1013.3,1801.5,127.0,59.0,19.0,16.7,20.2,13.6,34.2,0.0,60,11,2.9,13.1,南,30.2,南,1783.3,12.4,--,--,0,7.0,8,0,11
138,2010,1009.8,1014.1,1679.5,102.0,68.0,16.5,16.9,20.7,13.6,37.2,-0.4,61,11,2.9,14.6,南,29.2,南,1987.0,13.3,2,1,1,6.8,14,1,11
139,2011,1009.7,1014.0,1479.5,124.0,55.0,16.5,16.5,20.3,13.1,36.1,-1.1,58,9,2.9,16.9,南,36.0,南,2056.2,13.7,2,2,2,6.4,13,0,13
140,2012,1009.3,1013.6,1570.0,121.5,30.0,16.0,16.3,20.0,13.1,35.7,-1.0,62,11,3.0,16.3,南,32.7,南,2022.9,13.9,6,4,4,6.8,10,1,26
141,2013,1008.7,1013.0,1614.0,176.5,49.5,15.5,17.1,21.0,13.6,38.3,-1.4,61,13,3.1,14.5,南南西,32.5,南,2131.1,14.1,8,8,8,6.3,5,0,19
142,2014,1009.6,1013.8,1808.0,148.5,71.5,20.0,16.6,20.5,13.3,36.1,-1.3,62,8,2.9,11.8,南,25.8,南,2104.0,13.8,49,22,27,6.6,11,0,20
143,2015,1011.2,1014.1,1781.5,156.5,34.5,15.5,16.4,20.8,12.8,37.7,-2.4,68,12,2.8,11.0,南南西,22.0,南西,1966.6,13.0,3,3,3,6.8,11,0,13
144,2016,1015.0 ],1018.0 ],323.5 ],67.0 ],9.0 ],2.5 ],7.8 ],12.6 ],3.7 ],26.8 ],-2.6 ],57 ],9 ],2.7 ],12.6 ],南,28.8 ],南南西,597.6 ],11.6 ],6 ],6 ],6 ],5.7 ],6 ],0 ],1 ]
