,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
57,1994,1011.4,1013.3,1548.5,140.0,63.0,15.0,17.2,21.5,13.1,36.2,-2.7,66,13,2.1,10.7,南南西,23.7,南,2285.5,14.0,0,0,--,6.3,3,2,25
58,1995,1011.0,1012.8,1618.0,116.5,34.5,10.5,16.4,21.0,12.1,38.7,-3.5,66,13,2.1,11.6,南西,28.9,南西,2359.7,14.3,0,0,--,5.8,1,3,14
59,1996,1011.7,1013.5,1811.5,111.5,38.0,14.5,16.0,20.5,11.8,36.6,-4.4,70,12,2.2,11.6,北,28.4,北,2196.4,14.4,2,2,2,6.3,10,10,13
60,1997,1011.7,1013.5,1909.0,182.0,40.0,12.5,16.7,21.4,12.1,37.8,-4.4,69,8,2.2,11.8,南南西,31.8,南西,2288.8,14.9,0,0,--,6.1,0,8,13
61,1998,1012.4,1014.2,3399.0,197.0,62.0,15.5,17.4,21.7,13.4,37.9,-4.0,74,13,2.1,10.4,西,24.1,南南西,1769.6,12.8,0,0,--,7.3,3,1,18
62,1999,1011.6,1013.4,2151.5,210.5,38.0,13.0,17.0,21.6,12.7,36.2,-4.2,70,9,2.2,14.3,南西,32.6,南西,2208.0,14.4,0,0,--,6.3,1,2,22
63,2000,1011.3,1013.1,2305.5,124.5,49.0,18.5,16.8,21.1,12.7,35.8,-4.0,71,9,2.1,11.7,南西,26.8,南西,2125.4,14.3,0,0,--,6.5,5,4,27
64,2001,1011.1,1012.9,2009.0,288.5,50.0,19.5,16.6,21.1,12.5,37.8,-3.4,67,11,2.2,9.6,西北西,22.7,南南東,2207.1,14.5,3,3,3,6.6,3,0,16
65,2002,1011.3,1013.1,2131.5,318.0,56.0,18.5,16.9,21.2,12.8,36.6,-2.0,65,8,2.3,11.1,北,23.1,北北東,2177.7,14.3,0,0,--,6.6,2,0,16
66,2003,1011.8,1013.6,3310.5,237.5,113.0,29.0,16.5,20.7,12.7,36.5,-2.9,68,9,2.2,10.2,西北西,23.9,西北西,1821.2,12.8,0,0,--,7.0,4,0,12
