,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
3,1926,,,177.1 ],49.6 ],,,6.8 ],11.9 ],2.5 ],24.2 ],-7.6 ],,,,,,,,,,,,,,,,
64,1987,1009.6,1014.8,837.5,47.5,20.0,12.0,12.2,16.4,8.4,35.6,-6.3,70,16,3.5,21.6,西,38.7,西北西,1931.0,12.5,81,25,28,6.5,79,38,13
65,1988,1008.5,1013.7,1414.5,83.5,41.5,24.5,11.5,15.3,8.2,31.6,-7.1,70,12,3.4,17.6,西北西,31.6,西北西,1604.8,11.2,54,10,10,7.2,73,29,8
66,1989,1009.7,1015.0,1394.0,101.0,26.5,9.0,12.7,16.4,9.3,32.2,-4.5,71,15,3.4,17.5,西北西,29.8,西北西,1682.2,11.6,37,13,15,7.1,46,19,8
67,1990,1009.9,1015.1,1337.0,154.0,72.0,22.5,13.6,17.5,10.0,35.6,-6.7,70,18,3.4,18.8,南南東,31.2,南東,1744.8,11.9,24,6,6,6.9,53,11,14
68,1991,1008.8,1014.0,1796.5,114.5,37.5,12.5,12.5,16.4,9.1,33.4,-6.1,72,14,3.3,15.3,南南東,31.0,北西,1643.9,11.5,62,20,18,7.0,72,23,10
69,1992,1009.3,1014.5,977.0,54.5,13.0,11.5,12.2,16.1,8.7,36.2,-4.5,71,15,3.4,17.1,西北西,29.4,西北西,1743.7,11.9,105,22,21,6.8,65,27,11
70,1993,1008.8,1014.0,1465.5,85.0,24.5,10.0,11.8,15.6,8.4,30.2,-4.0,71,16,3.5,19.2,西,34.0,西,1592.2,11.1,42,6,6,7.0,63,17,5
71,1994,1008.7,1013.9,1239.0,147.0,43.5,16.5,13.1,17.2,9.5,35.9,-6.4,70,14,3.4,21.1,南東,35.7,西北西,2008.6,13.0,44,10,10,6.5,61,15,11
72,1995,1008.0,1013.2,974.5,61.5,26.5,8.5,12.6,16.4,9.1,36.1,-5.2,70,19,3.3,20.6,西北西,34.9,西北西,1763.9,11.6,34,10,11,6.9,62,14,8
73,1996,1008.8,1014.0,960.0,87.5,17.5,6.5,11.9,15.9,8.3,33.2,-6.5,69,17,3.3,19.9,西北西,32.2,北西,1818.2,11.9,55,12,11,6.7,80,22,4
74,1997,1008.5,1013.7,1161.0,96.5,24.5,10.0,12.7,16.9,9.0,34.8,-4.5,71,12,3.4,24.0,西北西,41.2,西北西,1861.7,12.3,79,29,25,6.6,58,24,7
75,1998,1009.8,1015.0,1419.0,80.0,24.5,7.5,12.7,16.9,9.2,33.6,-6.7,77,13,3.2,20.0,南南東,33.9,南東,1508.7,11.3,104,24,27,7.4,59,27,4
76,1999,1008.6,1013.8,1596.0,107.0,25.0,8.5,13.2,17.4,9.5,33.9,-5.5,71,11,3.4,17.6,西北西,34.6,西北西,1947.8,13.0,22,5,6,6.5,74,18,11
77,2000,1008.2,1013.4,1186.5,124.0,28.5,14.5,12.9,17.1,9.5,34.9,-6.1,70,19,3.3,17.8,西北西,31.6,北北西,1844.8,12.7,37,21,20,6.9,68,21,12
78,2001,1008.5,1013.7,1092.5,52.0,24.5,17.0,12.2,16.3,8.6,35.6,-7.3,70,11,3.1,18.2,西北西,32.2,南西,1835.7,12.6,135,23,29,6.7,78,28,12
79,2002,1008.5,1013.7,1240.5,117.0,42.5,12.0,12.7,16.9,9.2,36.1,-4.8,69,13,3.2,17.2,西,33.3,西南西,1862.5,12.7,31,19,18,7.0,59,22,12
80,2003,1009.5,1014.7,1279.0,66.0,15.5,4.0,12.1,16.1,8.7,34.0,-5.5,72,13,3.1,17.1,西,29.9,西,1623.3,11.7,42,21,20,7.3,72,28,4
81,2004,1009.1,1014.4,1233.0,105.0,28.0,7.0,13.1,17.3,9.4,34.0,-4.9,71,11,3.1,18.8,西北西,33.3,西北西,1934.6,13.3,38,12,11,7.0,58,30,11
82,2005,1007.7,1013.0,1028.5,64.5,27.5,8.0,12.2,16.1,8.8,34.2,-5.6,72,7,3.2,19.4,西北西,35.9,西北西,1770.4,12.6,110,25,22,7.1,73,28,16
83,2006,1009.0,1014.3,1599.5,79.0,27.5,14.0,12.3,16.2,9.0,33.9,-7.5,74,14,3.2,18.6,西北西,33.9,西北西,1636.0,11.8,68,13,17,7.4,76,33,6
84,2007,1008.6,1013.9,1343.5,99.0,19.5,9.5,13.1,17.1,9.5,37.2,-3.0,72,15,3.0,17.7,南南東,29.2,南東,1853.6,12.6,10,6,4,7.0,50,9,7
85,2008,1009.1,1014.4,1349.0,87.5,33.5,18.5,12.7,16.8,9.2,33.6,-4.9,73,13,3.0,18.1,西北西,30.2,西北西,1713.4,12.1,16,5,8,7.3,67,28,11
86,2009,1008.4,1013.7,1303.5,106.5,27.5,8.0,12.9,17.1,9.4,32.8,-3.8,71,13,3.1,19.3,西北西,31.4,西北西,1726.2,12.3,26,9,9,7.4,56,12,5
87,2010,1009.1,1014.4,1444.0,128.5,42.5,25.0,13.2,17.3,9.8,35.5,-6.1,72,16,3.0,17.1,西北西,29.2,西,1786.9,12.7,52,14,24,7.2,72,16,17
88,2011,1009.0,1014.2,1214.0,235.0,51.0,11.0,12.9,17.2,9.3,35.4,-7.0,70,16,3.2,18.6,西北西,29.1,西北西,1990.1,13.2,55,9,9,6.9,70,16,19
89,2012,1008.7,1014.0,1179.5,130.5,31.0,9.5,12.6,16.7,9.3,33.9,-7.4,72,11,3.2,20.7,西,32.4,西,1909.0,12.9,109,17,17,7.3,85,15,17
90,2013,1008.0,1013.3,1111.5,75.0,40.5,11.5,12.7,16.8,9.2,35.6,-5.8,71,15,3.2,20.5,南南東,30.8,西北西,1879.5,12.7,87,20,20,7.2,81,20,10
91,2014,1008.9,1014.1,1416.5,110.0,47.5,12.0,12.8,17.1,9.2,35.4,-4.9,70,11,3.2,16.2,西北西,28.3,西北西,2093.4,13.7,93,25,35,6.8,74,18,10
92,2015,1009.1,1014.3,1444.5,163.5,50.0,12.5,13.7,17.9,10.0,36.6,-4.3,69,10,3.2,16.5,西北西,26.5,西北西,2102.8,13.8,45,23,23,7.2,58,19,10
93,2016,1012.6 ],1018.1 ],210.0 ],66.0 ],13.0 ],2.5 ],4.3 ],8.7 ],0.6 ],23.2 ],-3.9 ],60 ],13 ],3.2 ],15.6 ],西北西,26.3 ],西北西,592.7 ],11.3 ],49 ],17 ],14 ],6.7 ],47 ],3 ],1 ]
