,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
3,1890,,,993.1 ],132.2 ],×,,,,,,,77 ],,,,,,,,,,,,,,,
50,1937,,1014.9,1504.2,73.3,28.5 ],17.5 ],14.6,20.4,9.9,,,78,,,,,,,2174.0,,,,4 ],6.8,10,39,13
51,1938,,1014.2,1779.1,89.6,29.2 ],15.3 ],14.2,20.1,9.5,,,78,,,,,,,2206.1,,,,,6.5,32,36,16
52,1939,,1015.0,1311.5,76.1,48.8 ],19.8 ],14.4,20.8,9.4,,,76,,,,,,,2473.6,,,,4 ],6.1,23,15,26
53,1940,,1014.6,1127.0,187.7,23.5 ],11.8 ],14.4,20.7,9.3,,,77,,,,,,,2476.7,,,,15 ],5.9,25,19,14
54,1941,,1014.5,1801.1,82.1,35.6 ],23.0 ],14.6,20.6,9.8,,,79,,,,,,,2240.6,,,,15 ],6.1,13,13,9
55,1942,,1014.6,1334.4,100.1,50.0 ],16.5 ],14.7,20.9,9.6,,,77,,,,,,,2571.8,,,,,5.9,18,20,14
56,1943,,1015.4,1168.4,72.6,23.5 ],8.8 ],14.1,20.3,9.2,,,76,,,,,,,2515.3,,,,,5.7,18,18,17
57,1944,,1014.4,1248.9,73.3,27.6,12.6,14.1,20.2,9.3,,,77,,,,,,,2399.6,,,,,6.1,16,21,14
58,1945,,1014.4,2075.4,129.2,76.0,20.0,13.5,19.4,9.1,,,79,,,,,,,2270.5,,,,16 ],6.0,30,24,17
59,1946,,1015.1,1525.0,100.4,30.5,15.0,14.6,20.5,10.2,,,79,,,,,,,2317.5,,,,49 ],6.3,16,24,22
60,1947,,1015.2,1087.8,86.3,20.4,8.4,13.8,19.7,9.1,,,76,,,,,,,2564.7,,,,23 ],6.0,31,23,11
61,1948,,1015.6,1406.8,56.5,21.7,17.4,14.9,20.2,10.5,,,77,,,,,,,2421.8,,,,,6.2,20,48,16
62,1949,,1014.3,1630.5,119.2,44.9,11.1,14.4,19.5,10.1,,,77,,,,,,,2436.7,,,,,6.2,12,42,4
63,1950,,1013.9,1776.2,109.8,39.0,14.0,14.9,20.3,10.6,,,76,,,,,,,2282.7,,,,,6.4,20,17,21
64,1951,1008.5,1014.7,1600.2,78.9,27.2,17.7,14.4,20.2,10.0,,,74,,3.5,,,,,2361.5,,,,,6.1,14,27,10
65,1952,1008.4,1014.6,1769.1,176.2,45.0,19.0,14.5,20.2,10.3,,,74,,3.5,,,,,2245.1,,,,12 ],6.2,15,15,17
66,1953,1008.8,1015.1,1715.2,160.6,65.6,14.2,14.4,19.8,10.3,,,74,,3.4,,,,,1956.2,,34 ],,17 ],6.3,18,22,20
67,1954,1008.4,1014.6,1718.3,97.4,42.5,13.0,14.8,20.1,10.8,,,74,,3.5,,,,,2023.9,,21,,,6.1,13,9,17
68,1955,1008.1,1014.4,1425.7,72.3,27.0,14.0,15.1,20.8,10.9,,,73,,3.5,,,,,2235.9,,5,,,5.9,13,23,21
